IDENT,PROBLEM,ACTION,DESAB
100968,"R/H ENG, #3 CYL INTAKE GASKET IS LEAKING.",REMOVED & REPLACED INTAKE GASKET.,"RIGHT ENGINE, #3 CYLINDER INTAKE GASKET IS LEAKING."
100969,"R/H ENG #3 CYL SIDE BAFFLE, BOTH BOLTS MISSING.",INSTALLED NEW BOLTS & WASHERS.,"RIGHT ENGINE #3 CYLINDER SIDE BAFFLE, BOTH BOLTS MISSING."
100970,R/H REAR BAFFLE MOUNTING SCREW LOOSE.,REMOVED & REPLACED SCREW.,RIGHT REAR BAFFLE MOUNTING SCREW LOOSE.
100971,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED #1 ROCKER COVER GASKET.,#1 ROCKER COVER LEAKING.
100972,#4 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,#4 INTAKE IS LEAKING.
100973,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,#2 ROCKER COVER LEAKING.
100974,L/H O/B LOWER BAFFLE TIE ROD BROKEN.,REMOVED & REPLACED TIE ROD.,LEFT O/B LOWER BAFFLE TIE ROD BROKEN.
100975,L/H FWD FRONT BAFFLE MISSING RUBBER PLUG.,REPLACED MISSING PLUG.,LEFT FORWARD FRONT BAFFLE MISSING RUBBER PLUG.
100976,MIXTURE CONTROL NOT HITTING FULL RICH.,"ADJUSTED MIXTURE, OPS CHECK GOOD.",MIXTURE CONTROL NOT HITTING FULL RICH.
100977,#1 INTAKE TUBE GASKET LEAKING.,REPLACED #1 INTAKE GASKET.,#1 INTAKE TUBE GASKET LEAKING.
100978,"1, 2 & 3 INTAKES LEAKING ON L/H ENG.",REMOVED & REPLACED INTAKE GASKETS.,"1, 2 & 3 INTAKES LEAKING ON LEFT ENGINE."
100979,"R/H ENG BAFFLE TIE ROD IS LOOSE, L/H SIDE.",TIGHTENED BAFFLE SUPPORT ROD.,"RIGHT ENGINE BAFFLE TIE ROD IS LOOSE, LEFT SIDE."
100980,"R/H ENG, CYL #2, 3, 4 INTAKES ARE LEAKING.",REMOVED & REPLACED INTAKE GASKETS.,"RIGHT ENGINE, CYLINDER #2, 3, 4 INTAKES ARE LEAKING."
100981,"R/H ENG CYL #2, 3, 4 ROCKER COVERS ARE LEAKING.",REPLACED ROCKER COVER GASKETS.,"RIGHT ENGINE CYLINDER #2, 3, 4 ROCKER COVERS ARE LEAKING."
100982,L/H ENG CYL #3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,LEFT ENGINE CYLINDER #3 ROCKER COVER IS LEAKING.
100983,"R/H ENGINE, CYL #3 INTAKE GASKET IS LEAKING.",REMOVED & REPLACED INTAKE GASKET W/ NEW.,"RIGHT ENGINE, CYLINDER #3 INTAKE GASKET IS LEAKING."
100984,"L/H ENGINE, CYL #2, 3 & 4 INTAKE GASKETS ARE LEAKING.",REMOVED & REPLACED INTAKE GASKETS.,"LEFT ENGINE, CYLINDER #2, 3 & 4 INTAKE GASKETS ARE LEAKING."
100985,"L/H ENGINE, CYL #2 & 3 ROCKER COVER GASKETS ARE LEAKING.",REMOVED & REPLACED GASKETS W/ NEW.,"LEFT ENGINE, CYLINDER #2 & 3 ROCKER COVER GASKETS ARE LEAKING."
100986,R/H ENGINE CYL #2 & 3 ROCKER COVER GASKETS ARE LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS W/ NEW.,RIGHT ENGINE CYLINDER #2 & 3 ROCKER COVER GASKETS ARE LEAKING.
100987,CYL #4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED CYL #4 ROCKER COVER GASKET.,CYLINDER #4 ROCKER COVER GASKET LEAKING.
100988,ROCKER COVER GASKET CYL #3 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,ROCKER COVER GASKET CYLINDER #3 LEAKING.
100989,STARTER INOP.,REMOVED & REPLACED STARTER,STARTER INOPERABLE.
100990,#2 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED GASKETS W/ NEW.,#2 & 4 ROCKER COVER GASKETS LEAKING.
100991,#2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW #2 INDUCTION TUBE GASKET.,#2 INDUCTION TUBE GASKET LEAKING.
100992,"LOWEST PART OF ENGINE, RUBBING DIAGONAL.","INSP, NO DEFECTS FOUND. ENGINE IS NOT RUBBING ON DIAGON","LOWEST PART OF ENGINE, RUBBING DIAGONAL."
100993,#4 ROCKER GASKET IS LEAKING.,REPLACED GASKET.,#4 ROCKER GASKET IS LEAKING.
100994,#3 INNER EXHAUST PUSH ROD SEAL IS LEAKING.,REPLACED SEALS & LOCK WASHER.,#3 INNER EXHAUST PUSH ROD SEAL IS LEAKING.
100995,A/C WILL NOT MAKE POWER.,"RAN A/C, FOUND A/C RAN NORMALLY. STATIC 2340 AT 12.1 GP",A/C WILL NOT MAKE POWER.
100996,#1 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,#1 INTAKE IS LEAKING.
100997,#4 INTAKE GASKET LEAKING.,REPLACED GASKET.,#4 INTAKE GASKET LEAKING.
100998,A/C DIED DURING IDLE CK.,"RAN A/C, ATTEMPTED TO ADJUST IDLE MIXTURE TO CORRECT 30",A/C DIED DURING IDLE CHECK.
100999,#3 INTAKE LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET.,#3 INTAKE LEAKING.
101000,"L/H ENGINE, #2 INTAKE IS LEAKING.",REMOVED & REPLACED INTAKE GASKETS.,"LEFT ENGINE, #2 INTAKE IS LEAKING."
101001,#2 & 3 ROCKER COVERS ON L/H ENGINE ARE LEAKING.,REMOVED & REPLACED GASKETS.,#2 & 3 ROCKER COVERS ON LEFT ENGINE ARE LEAKING.
101002,"L/H ENGINE, LEFT AFT BAFFLE BRACKET IS CRACKED.",REMOVED & REPLACED BRACKET.,"LEFT ENGINE, LEFT AFT BAFFLE BRACKET IS CRACKED."
101003,"R/H ENGINE, #2 & 4 ROCKER COVERS ARE LEAKING.",INSTALLED NEW ROCKER BOX COVER GASKETS.,"RIGHT ENGINE, #2 & 4 ROCKER COVERS ARE LEAKING."
101004,ROCKER GASKETS ARE LEAKING (ALL 4).,REMOVED & REPLACED ALL 4 ROCKER COVER GASKETS.,ROCKER GASKETS ARE LEAKING (ALL 4).
101005,"L/H ENGINE, CYL #3 INTAKE GASKET LEAKING.",REMOVED & REPLACED L/H ENGINE #3 INTAKE GASKET.,"LEFT ENGINE, CYLINDER #3 INTAKE GASKET LEAKING."
101006,#3 INTAKE GASKET ON R/H ENGINE LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET ON R/H ENGINE.,#3 INTAKE GASKET ON RIGHT ENGINE LEAKING.
101007,ENGINE SHUTDOWN WHEN THROTTLE WAS PULLED TO IDLE,"ADJUSTED IDLE SETTING TO 690 RPM, MIXTURE IDLE CHECK GO",ENGINE SHUTDOWN WHEN THROTTLE WAS PULLED TO IDLE
101008,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,#2 INTAKE IS LEAKING.
101009,R/H ENGINE BAFFLE PLUG BROKEN.,INSTALLED NEW BAFFLE PLUG.,RIGHT ENGINE BAFFLE PLUG BROKEN.
101010,CYL #2 INTAKE IS LEAKING.,REPALCED INTAKE GASKET.,CYLINDER #2 INTAKE IS LEAKING.
101011,R/H REAR BAFFLE MOUNT SCREW IS MISSING.,INSTALLED NEW SCREW.,RIGHT REAR BAFFLE MOUNT SCREW IS MISSING.
101012,FWD BAFFLE IS CRACKED UNDER HEAT SHROUD AIR INTAKE.,STOP DRILLED CRACK.,FORWARD BAFFLE IS CRACKED UNDER HEAT SHROUD AIR INTAKE.
101013,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER GASKET.,#4 ROCKER COVER IS LEAKING.
101014,CYL #4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,CYLINDER #4 ROCKER COVER GASKET LEAKING.
101015,BAFFLE PLUG IS MISSING.,INSTALLED NEW PLUG.,BAFFLE PLUG IS MISSING.
101016,"WHILE ADJUSTING MIXTURE, A/C WOULD START TO QUIT @ 1450.",PERFORMED ENGINE RUN. COULD NOT DUPLICATE. NO DEFECTS N,"WHILE ADJUSTING MIXTURE, A/C WOULD START TO QUIT @ 1450."
101017,#1 & 3 SIDE BAFFLE CRACKED.,REPLACED BAFFLE.,#1 & 3 SIDE BAFFLE CRACKED.
101018,BAFFLE SCREW MISSING AT FRONT OF #2 CYL.,REPLACED SCREW & BARREL NUT.,BAFFLE SCREW MISSING AT FRONT OF #2 CYLINDER.
101019,#2 INTAKE GASKET LEAKS.,REPLACED GASKET.,#2 INTAKE GASKET LEAKS.
101020,CYL #2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,CYLINDER #2 INTAKE IS LEAKING.
101021,#2 & 4 INTAKE GASKETS ARE LEAKING.,REMOVED & REPLACED INTAKE GASKETS W/ NEW.,#2 & 4 INTAKE GASKETS ARE LEAKING.
101022,#4 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,#4 INTAKE IS LEAKING.
101023,L/H ENG #1 ROCKER COVER HAS DAMAGE.,REMOVED COVER,LEFT ENGINE #1 ROCKER COVER HAS DAMAGE.
101024,"#1 L/H ENG, ROCKER COVER HAS DAMAGE.",OPS & LEAK CK GOOD.,"#1 LEFT ENGINE, ROCKER COVER HAS DAMAGE."
101025,L/H ENG #1 ROCKER COVER HAS DAMAGE.,"REMOVED COVER FROM CORE ENGINE, INSP & FOUND TO BE SERV",LEFT ENGINE #1 ROCKER COVER HAS DAMAGE.
101026,"#1 L/H ENG, ROCKER COVER HAS DAMAGE.",FOUND PART OF VALVE TUBE KEEPER BROKEN OFF & PART MISSI,"#1 LEFT ENGINE, ROCKER COVER HAS DAMAGE."
101026,"#1 L/H ENG, ROCKER COVER HAS DAMAGE.","RETRIEVED MISSING PIECE OF TUBE KEEPER, INSPECTED ROCKE","#1 LEFT ENGINE, ROCKER COVER HAS DAMAGE."
101028,ENGINE BAFFLE PLUGS WORN.,REMOVED & REPLACED BAFFLE PLUGS.,ENGINE BAFFLE PLUGS WORN.
101029,#4 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET.,#4 INTAKE GASKET IS LEAKING.
101030,L/H BAFFLE SPRING IS BROKEN.,REMOVED & REPLACED BAFFLE SPRING W/ NEW.,LEFT BAFFLE SPRING IS BROKEN.
101031,A/C REQUIRES RUN UP.,"RAN UP A/C, SET MIXTURE, OPS CHECK GOOD ON MAG DROP.",A/C REQUIRES RUN UP.
101032,R/H ENG #3 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW INTAKE TUBE GASKET.,RIGHT ENGINE #3 INTAKE TUBE GASKET LEAKING.
101033,"ROCKER COVER 2, 3 & 4 LEAKING ON L/H ENGINE.","REMOVED & REPLACED ROCKER COVER GASKETS 2, 3 & 4 ON L/H","ROCKER COVER 2, 3 & 4 LEAKING ON LEFT ENGINE."
101034,CYL #1 BAFFLE IS CRACKED.,STOP DRILLED CRACK.,CYLINDER #1 BAFFLE IS CRACKED.
101035,BAFFLE SEAL LOOSE OVER CYL #3.,RESECURED BAFFLE SEAL.,BAFFLE SEAL LOOSE OVER CYLINDER #3.
101036,FWD BAFFLE IS CRACKED BY MUFFLER SHROUD OPENING.,FABRICATED PATCH OUT OF LIKE MATERIAL & INSTALLED. RIVE,FORWARD BAFFLE IS CRACKED BY MUFFLER SHROUD OPENING.
101037,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,PULLED TOP & BOTTOM PLUGS NOTING NO SIGNIFICANT OIL OR,LEFT ENGINE BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAGNETOS DROP
101037,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,SERVICED LEFT ENG W/ 8 QTS MINERAL OIL. PERFORMED GROUN,LEFT ENGINE BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAGNETOS DROP
101037,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,INSPECTED ROCKER BOX NOTING NO DISCREPANCIES. CLEANED &,LEFT ENGINE BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAGNETOS DROP
101037,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,RAN LEFT ENGINE NOTING NO #4 EGT & SIGNIFICANT VIBRATIO,LEFT ENGINE BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAGNETOS DROP
101037,LEFT ENG BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAG DROP,"REMOVED #4 CYL ASSY, INSTALLED SERVICEABLE CYL ASSY. DR",LEFT ENGINE BACK FIRED WHEN BROUGHT TO 1800 RPM. RIGHT MAGNETOS DROP
101042,MIXTURE CONTROL NOT HITTING FULL RICH.,ADJUSTED MIXTURE CABLE RIGGING. CHECKS GOOD.,MIXTURE CONTROL NOT HITTING FULL RICH.
101043,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#2 INTAKE IS LEAKING.
101044,CYL #2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,CYLINDER #2 ROCKER COVER GASKET LEAKING.
101045,#2 ROCKER COVER GASKET LEAKING.,REPLACED #2 ROCKER COVER GASKET.,#2 ROCKER COVER GASKET LEAKING.
101046,"R/H ENGINE VIBRATION W/ INCREASING POWER, NO EGT IND ON #3 C","REMOVED R/H #3 CYL, INSTALLED REPAIRED CYL ASSY. DRY TA","RIGHT ENGINE VIBRATION W/ INCREASING POWER, NO EXHAUST GAS TEMPERATURE  IND ON #3 C"
101047,#2 INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,#2 INTAKE LEAKING.
101048,R/H REAR ENGINE BAFFLE SCREW MISSING.,INSTALLED NEW BAFFLE SCREW.,RIGHT REAR ENGINE BAFFLE SCREW MISSING.
101049,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,#2 INTAKE IS LEAKING.
101050,#2 INTAKE I/B BOLT HOLE HAS DAMAGED THREADS.,REPAIRED THREADS W/ TAP.,#2 INTAKE I/B BOLT HOLE HAS DAMAGED THREADS.
101051,#2 & 4 ROCKER GASKETS ARE LEAKING.,INSTALLED NEW ROCKER BOX COVER GASKETS.,#2 & 4 ROCKER GASKETS ARE LEAKING.
101052,#4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,#4 ROCKER COVER GASKET LEAKING.
101053,R/H ENG OIL COOLER BAFFLE CRACKED.,LEAK CK GOOD.,RIGHT ENGINE OIL COOLER BAFFLE CRACKED.
101054,L/H ENG #2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER GASKET.,LEFT ENGINE #2 ROCKER COVER IS LEAKING.
101055,L/H & R/H OIL DIPSTICK TUBES ARE LOOSE.,SECURED & SAFETIED DIPSTICK TUBES.,LEFT & RIGHT OIL DIPSTICK TUBES ARE LOOSE.
101056,L/H ENG #4 BAFFLE HAS A CRACKED REINFORCING BRACE.,REMOVED & REPLACED BRACE.,LEFT ENGINE #4 BAFFLE HAS A CRACKED REINFORCING BRACE.
101057,R/H ENG #1 FWD BAFFLE IS MISSING A BOLT.,INSTALLED BOLT & SELF LOCKING STAR WASHER.,RIGHT ENGINE #1 FORWARD BAFFLE IS MISSING A BOLT.
101058,R/H ENG OIL COOLER BAFFLE CRACKED.,REMOVED CABLES & LINES TO REMOVE BAFFLE ASSY. INSTALLED,RIGHT ENGINE OIL COOLER BAFFLE CRACKED.
101059,FWD BAFFLE UNDER HEAT SHROUD INTAKE IS CRACKED.,"STOP DRILLED CRACK, FABRICATED PATCH OUT OF LIKE MATERI",FORWARD BAFFLE UNDER HEAT SHROUD INTAKE IS CRACKED.
101060,ENGINE BAFFLE PLUGS TANGS BROKEN.,INSTALLED NEW ENGINE BAFFLE PLUGS.,ENGINE BAFFLE PLUGS TANGS BROKEN.
101061,#4 CYL INTAKE GASKET IS LEAKING.,REMOVED & REPLACED GASKET.,#4 CYLINDER INTAKE GASKET IS LEAKING.
101062,OIL SUMP SCREEN DAMAGED.,REMOVED & REPLACED OIL SUMP SCREEN.,OIL SUMP SCREEN DAMAGED.
101063,"FWD BAFFLE, DIRECTLY BELOW ALTERNATOR MOUNT IS CRACKED.",STOP DRILLED CRACK.,"FORWARD BAFFLE, DIRECTLY BELOW ALTERNATOR MOUNT IS CRACKED."
101064,R/H BAFFLE IS CRACKED.,"STOP DRILLED CRACK, FABRICATED PATCH & INSTALLED.",RIGHT BAFFLE IS CRACKED.
101065,R/H ENG #2 CYL ROCKER COVER GASKET IS LEAKING.,REPLACED GASKET.,RIGHT ENGINE #2 CYLINDER ROCKER COVER GASKET IS LEAKING.
101066,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED #3 INTAKE GASKET ON R/H ENGINE.,#3 INTAKE LEAKING ON RIGHT ENGINE.
101067,R/H REAR ENGINE BAFFLE RIVET BROKEN.,INSTALLED NEW RIVETS IAW,RIGHT REAR ENGINE BAFFLE RIVET BROKEN.
101068,#4 CYL AFT BAFFLE HAS 2 RIVETS SHEARED.,REMOVED RIVETS & INSTALLED SCREWS & NUTS. TIGHTENED.,#4 CYLINDER AFT BAFFLE HAS 2 RIVETS SHEARED.
101069,OIL FILLER TUBE LOOSE.,TIGHTENED OIL FILLER TUBE & RESAFETIED.,OIL FILLER TUBE LOOSE.
101070,CORNER PATCH ON L/H REAR ENGINE BAFFLE CRACKED.,FABRICATED & INSTALLED NEW PATCH.,CORNER PATCH ON LEFT REAR ENGINE BAFFLE CRACKED.
101071,ALT BELT LOOSE.,TIGHTENED & SAFETIED ALTERNATOR BRACKET BOLTS. TENSION,ALTERNATOR BELT LOOSE.
101072,#4 INTAKE IS LEAKING.,REMOVED & REPLACED GASKETS.,#4 INTAKE IS LEAKING.
101073,SPARK PLUG BAFFLE HOLE PLUGS ARE WORN.,REMOVED & REPLACED PLUGS.,SPARK PLUG BAFFLE HOLE PLUGS ARE WORN.
101074,BAFFLE SPARK PLUG HOLE COVERS ARE WORN.,REMOVED & REPLACED COVERS.,BAFFLE SPARK PLUG HOLE COVERS ARE WORN.
101075,CYL #1 & 3 INTAKES ARE LEAKING.,REMOVED & REPLACED CYL #1 & 3 INTAKE GASKETS.,CYLINDER #1 & 3 INTAKES ARE LEAKING.
101076,CYL #2 ROCKER COVER GASKET IS LEAKING.,REMOVED & REPLACED CYL #2 ROCKER COVER GASKET.,CYLINDER #2 ROCKER COVER GASKET IS LEAKING.
101077,RIGHT ENG #4 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,RIGHT ENGINE #4 INTAKE IS LEAKING.
101078,"PROP RPM REACHED 2720, NOTICED & REDUCED IT.","C/W , NO DEFECTS NOTED. NO FURTHER ACTION REQUIR","PROP RPM REACHED 2720, NOTICED & REDUCED IT."
101079,"ON DESCENT, EXCEEDED MAX RPM, WENT UP TO 2800.","C/W , NO DEFECTS NOTED. NO FURTHER ACTION REQUIR","ON DESCENT, EXCEEDED MAX RPM, WENT UP TO 2800."
101080,L/H SIDE BAFFLE CRACKED IN 2 PLACES.,REMOVED & REPLACED BAFFLE.,LEFT SIDE BAFFLE CRACKED IN 2 PLACES.
101081,IDLE OVERRIDE SPEED WAS 1300.,"RAN A/C, ADJUSTED IDLE SPEED. CHECKS GOOD.",IDLE OVERRIDE SPEED WAS 1300.
101082,"L/H ENGINE, #4 INTAKE LEAKING.",REMOVED & REPLACED GASKET.,"LEFT ENGINE, #4 INTAKE LEAKING."
101083,R/H ENGINE #4 CYL COMPRESSION CK LOW.,"STAKED #4 EX VALVE, COMPRESSION",RIGHT ENGINE #4 CYLINDER COMPRESSION CHECK LOW.
101084,R/H ALL ROCKER COVERS LEAKING.,REMOVED & REPLACED ALL ROCKER COVER GASKETS.,RIGHT ALL ROCKER COVERS LEAKING.
101085,"L/H ENG, CYL 1 & 3 ROCKER COVERS ARE LEAKING.",REPLACED ROCKER COVER GASKETS.,"LEFT ENGINE, CYLINDER 1 & 3 ROCKER COVERS ARE LEAKING."
101086,R/H ENG CYL #3 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET. SECURED PRIMER LINE.,RIGHT ENGINE CYLINDER #3 INTAKE IS LEAKING.
101087,SNIFFLER VALVES ARE DIRTY.,CLEANED SNIFFLER VALVES.,SNIFFLER VALVES ARE DIRTY.
101088,#3 CYL AFT BAFFLE INNER MOST BAFFLE SEAL RIVET IS PULLED THR,REFASTENED BAFFLE.,#3 CYLINDER AFT BAFFLE INNER MOST BAFFLE SEAL RIVET IS PULLED THR
101089,#4 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,#4 INTAKE IS LEAKING.
101090,"AFTER PERFORMING SIMULATED ENGINE FAILURE, SMOOTHLY APPLIED","RAN UP A/C ENGINE. ENGINE RUNS SMOOTH. MAG DROPS, IDLE","AFTER PERFORMING SIMULATED ENGINE FAILURE, SMOOTHLY APPLIED"
101091,CYL #4 ROCKER COVER GASKET IS LEAKING.,REPLACED GASKET.,CYLINDER #4 ROCKER COVER GASKET IS LEAKING.
101092,CYL #2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED CYL #2 INTAKE GASKET.,CYLINDER #2 INTAKE GASKET IS LEAKING.
101093,CYL #4 COMPRESSION IS 30/80.,"STAKED EXHAUST VALVE, COMP CHECK. CHECKED GOOD.",CYLINDER #4 COMPRESSION IS 30/80.
101094,EXPERIENCED PARTIAL POWER LOSS DURING CLIMB.,FOR BILLING PURPOSES ONLY,EXPERIENCED PARTIAL POWER LOSS DURING CLIMB.
101094,EXPERIENCED PARTIAL POWER LOSS DURING CLIMB.,GROUND RUN & STATIC FULL RPM CHECKED 2300 - 2330 RPM. F,EXPERIENCED PARTIAL POWER LOSS DURING CLIMB.
101096,CYL #1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,CYLINDER #1 ROCKER COVER GASKET LEAKING.
101097,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,#2 INTAKE IS LEAKING.
101098,BAFFLE PLUGS ARE WORN.,REMOVED & REPLACED PLUGS.,BAFFLE PLUGS ARE WORN.
101099,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,#4 ROCKER COVER IS LEAKING.
101100,OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE.,"RAN A/C, FOUND #3 CYLINDER EXHAUST VALVE PUSH ROD TUBE",OIL LEAK EVIDENCE ON RIGHT SIDE OF ENGINE.
101100,OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE.,"WASHED ENGINE, FOUND CYLINDER OIL RETURN LINE CLAMPS LO",OIL LEAK EVIDENCE ON RIGHT SIDE OF ENGINE.
101102,FWD R/H BAFFLE SEAL NEEDS TO BE REATTACHED.,REMOVED & REPLACED BAFFLE SEAL.,FORWARD RIGHT BAFFLE SEAL NEEDS TO BE REATTACHED.
101103,R/H REAR BAFFLE BRACKET RIVETS SHEARED.,"REMOVED BAFFLE, REATTACHED AFT BRACKET. REINSTALLED BAF",RIGHT REAR BAFFLE BRACKET RIVETS SHEARED.
101104,"INTAKE GASKET, CYL #4, LEAKING.",REMOVED & REPLACED GASKET.,"INTAKE GASKET, CYLINDER #4, LEAKING."
101105,"L/H ENGINE, L/H AFT ENGINE BAFFLE CHAFED ON CYLINDER.",REMOVED & REPLACED L/H ENG CYL #4 AFT BAFFLE.,"LEFT ENGINE, LEFT AFT ENGINE BAFFLE CHAFED ON CYLINDER."
101106,ENGINE BAFFLE SNAP PLUG TAB BROKEN OFF.,INSTALLED NEW ENGINE BAFFLE PLUGS.,ENGINE BAFFLE SNAP PLUG TAB BROKEN OFF.
101107,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED #1 ROCKER COVER GASKET.,#1 ROCKER COVER LEAKING.
101108,L/H ENGINE #3 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER GASKETS W/ NEW.,LEFT ENGINE #3 & 4 ROCKER COVER GASKETS LEAKING.
101109,R/H ENGNIE CYL #3 INTAKE GASKET LEAKING.,"REMOVED & REPLACED CYL #3 INTAKE GASKET, R/H ENGINE.",RIGHT ENGNIE CYLINDER #3 INTAKE GASKET LEAKING.
101110,"ROCKER COVER GASKETS #1, 2, 4 ON R/H ENGINE LEAKING.",REMOVED & REPLACED R/H ENGINE ROCKER COVER GASKETS.,"ROCKER COVER GASKETS #1, 2, 4 ON RIGHT ENGINE LEAKING."
101111,#3 INTAKE LEAKING ON L/H ENGINE.,REMOVED & REPLACED INTAKE GASKET.,#3 INTAKE LEAKING ON LEFT ENGINE.
101112,L/H ENG #2 INTAKE LEAKS.,REPLACED GASKET.,LEFT ENGINE #2 INTAKE LEAKS.
101113,R/H ENGINE CYL #4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,RIGHT ENGINE CYLINDER #4 ROCKER COVER GASKET LEAKING.
101114,ENGINE RPM REACHED 2760 FOR APPROX 2 SECONDS.,C/W LYCOMING NO DEFECTS NOTED. NO FURTHER ACTI,ENGINE RPM REACHED 2760 FOR APPROX 2 SECONDS.
101115,CYL #2 INTAKE IS LEAKING.,REPLACED INTAKE GASKETS.,CYLINDER #2 INTAKE IS LEAKING.
101116,"L/H ENG, #4 INDUCTION TUBE GASKET LEAKING.",REMOVED & REPLACED INTAKE GASKET.,"LEFT ENGINE, #4 INDUCTION TUBE GASKET LEAKING."
101117,R/H ENG #3 CYL INTAKE GASKET LEAKS.,REMOVED & REPLACED #3 CYL INTAKE GASKET.,RIGHT ENGINE #3 CYLINDER INTAKE GASKET LEAKS.
101118,L/H ENGINE #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,LEFT ENGINE #2 INTAKE GASKET LEAKING.
101119,IDLE MIXTURE NEEDS ADJUSTMENT.,RERIGGED MIXTURE ARM IAW HMI.,IDLE MIXTURE NEEDS ADJUSTMENT.
101119,IDLE MIXTURE NEEDS ADJUSTMENT.,REMOVED MIXTURE ARM & REINDEXED AGAIN. A/C WAS STARTED,IDLE MIXTURE NEEDS ADJUSTMENT.
101119,IDLE MIXTURE NEEDS ADJUSTMENT.,"REINDEXED MIXTURE CONTROL. RAN UP A/C, MIXTURE RISE STI",IDLE MIXTURE NEEDS ADJUSTMENT.
101119,IDLE MIXTURE NEEDS ADJUSTMENT.,"A/C WAS GROUND RAN BY PILOT, IDLE MIXTURE & SPEED NOW C",IDLE MIXTURE NEEDS ADJUSTMENT.
101119,IDLE MIXTURE NEEDS ADJUSTMENT.,"A/C/ WAS STARTED, BUT WOULD ONLY RUN A FEW SECONDS. ALL",IDLE MIXTURE NEEDS ADJUSTMENT.
101124,CYL #2 INTAKE PIPE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,CYLINDER #2 INTAKE PIPE GASKET LEAKING.
101125,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,#2 ROCKER COVER LEAKING.
101126,#2 INTAKE LEAKING.,REPLACED GASKET.,#2 INTAKE LEAKING.
101127,#4 INTAKE LEAKING.,REPLACED GASKET.,#4 INTAKE LEAKING.
101128,#3 INTAKE LEAKING ON R/H ENGINE.,REPLACED GASKET.,#3 INTAKE LEAKING ON RIGHT ENGINE.
101129,#3 INTAKE LEAKING ON L/H ENGINE.,"REMOVED & REPLACED INTAKE GASKET, CYL #3.",#3 INTAKE LEAKING ON LEFT ENGINE.
