IDENT,DESAB
102149,RIGHT AFT BAFFLE BRACKET SCREW MISSING.
102150,MISSING SCREW ON LEFT ENGINE #3 BAFFLE.
102151,#3 INTAKE LEAKING ON LEFT ENGINE.
102152,"#3 & 4 INTAKE GASKETS LEAKING, RIGHT ENGINE."
102153,INTAKE GASKET TO CYLINDER #1 IS LEAKING.
102154,#4 INTAKE LEAKING.
102155,#4 ROCKER COVER LEAKING.
102156,CYLINDER #4 ROCKER COVER GASKET IS LEAKING.
102157,CYLINDER #2 INTAKE GASKET IS LEAKING.
102158,CYLINDER #4 INTAKE GASKET LEAKING.
102159,"INTAKE GASKET, CYLINDER #2, LEAKING."
102160,ROCKER COVER GASKET CYLINDER #3 LEAKING.
102161,RIGHT AFT BAFFLE SCREW MISSING.
102162,"CYLINDER #2, 3, 4 ROCKER COVER GASKET LEAKING."
102163,#1 & 3 ROCKER GASKETS LEAKING.
102164,AIR INLET TUBE DAMAGED.
102165,"WHILE MAKING RIGHT TURN, CLIMBING OUT - HEARD LOUD KNOCK, CUTOFF"
102166,LEFT ENGINE TAC GEN LEAKS AT SEAL.
102169,"#2, 3, & 4 INTAKES LEAKING ON LEFT ENGINE."
102170,"INTAKES #1, 2, 3 & 4 LEAKING ON RIGHT ENGINE."
102171,LEFT O/B BAFFLE SPRING IS BROKEN.
102172,#1 & 2 ROCKER COVER GASKETS LEAKING.
102173,#3 INTAKE LEAKING.
102174,LEFT ENGINE AFT LEFT BAFFLE @ OIL COOLER CRACKED.
102175,INTAKES #3 & 4 LEAKING ON LEFT ENGINE.
102176,"LEFT SIDE ENGINE #2, 3, 4 INTAKES LEAKING."
102177,"CRACK IN FRONT ENGINE BAFFLE, LEFT SIDE."
102178,"ENGINE BAFFLE SEAL TORN, BOTTOM RIGHT CORNER."
102179,"#2, 3 & 4 ROCKER COVER GASKETS LEAKING, LEFT ENGINE."
102180,"#1, 3 & 4 ROCKER COVER GASKETS LEAKING ON RIGHT ENGINE."
102181,LEFT #3 INTAKE GASKET IS LEAKING.
102182,RIGHT #2 & 3 INTAKE GASKETS LEAKING.
102183,#3 ROCKER BOX COVER GASKET LEAKING.
102184,#2 ROCKER COVER GASKET LEAKING.
102185,BROKEN ANCHOR STANDBY ASSEMBLY ON #3 CYLINDER.
102186,TOP ENGINE COOLING FAN BAFFLE PLUGS WORN OUT.
102187,CYLINDER #4 INTAKE GASKET LEAKING.
102188,#3 CYLINDER ROCKER COVER GASKET LEAKING.
102189,"INTAKE GASKETS, CYLINDER #2 & 4, LEAKING."
102190,"ROCKER COVER GASKET, CYLINDER #2 & 4, LEAKING."
102191,#4 INTAKE GASKET IS LEAKING.
102192,"CYLINDER #1, 3, 4 INTAKE GASKETS LEAKING."
102193,BROKEN ANCHOR ASSEMBLY ON #2 CYLINDER.
102194,LEFT ENGINE #4 SIDE BAFFLE IS MISSING A BOLT.
102195,INTAKE #2 & 4 LEAKING ON RIGHT ENGINE.
102196,"INTAKE 1, 2, 3 & 4 LEAKING ON LEFT ENGINE."
102197,"ROCKER COVERS 2, 3 & 4 LEAKING ON RIGHT ENGINE."
102198,LEFT & RIGHT AFT #4 BAFFLES HAVE CRACKS.
102199,RIGHT #3 INTAKE IS LEAKING.
102200,LEFT #4 INTAKE GASKET LEAKING.
102201,LEFT ENGINE #1 & 3 BAFFLE TIE ROD WEARING ON INTERBAFFLE.
102202,LEFT #3 & 4 ROCKER COVER GASKETS LEAKING.
102203,#2 CYLINDER INTAKE GASKET IS LEAKING.
102204,A/C WILL NOT START.
102205,2 & 4 INTAKES LEAKING.
102206,#2 ROCKER GASKET IS LEAKING.
102207,SCREW LOOSE ON ENGINE BAFFLING.
102208,#1 ROCKER GASKET IS LEAKING.
102209,LEFT ENGINE #3 INTAKE IS LEAKING.
102210,#3 INDUCTION TUBE GASKET LEAKING.
102211,CYLINDER #3 & 4 ROCKER COVER GASKETS LEAKING.
102212,CYLINDER #1 & 2 ROCKER COVER GASKETS LEAKING.
102213,CYLINDER #3 ROCKER COVER GASKET LEAKING.
102214,"ENGINE BAFFLE, RIGHT AFT NEXT TO #3 CYLINDER, NEEDS TO BE SCREWED I"
102215,CYLINDER #1 ROCKER COVER GASKET LEAKING.
102216,CYLINDER #2 ROCKER COVER GASKET LEAKING.
102217,"OIL LEAK ON RIGHT ENGINE, BACK BONE CASE SEAM."
102218,"LEFT ENGINE, LEFT BAFFLE TIE ROD DAMAGED."
102219,LEFT ENGINE #1 ROCKER BOX COVER LEAKING.
102220,"OIL LEAK ON RIGHT ENGINE, BACK BONE CASE SEAM."
102221,#1 INTAKE GASKET LEAKS.
102222,RIGHT ENGINE LEFT SIDE AFT BAFFLE CRACKED.
102224,RIGHT ENGINE ALL ROCKER COVER GASKETS LEAKING.
102225,RIGHT ENGINE #2 INTAKE IS LEAKING.
102226,LEFT ENGINE #3 ROCKER COVER IS LEAKING.
102227,#4 INTAKE IS LEAKING.
102228,RIGHT ENGINE BAFFLE PLUG MISSING.
102229,CYLINDER #1 INTAKE GASKET IS LEAKING.
102230,#2 INTAKE IS LEAKING.
102231,LEFT ENGINE BAFFLE PLUG MISSING.
102232,CYLINDER #2 ROCKER COVER GASKET LEAKING.
102233,COWL SHOCK MOUNT #1 TORN.
102234,"AT FULL POWER (SMOOTHLY APPLIED), ENGINES WOULD VIBRATE VIOL"
102236,LEFT ENGINE BAFFLE SCREW MISSING.
102237,#2 CYLINDER INTAKE GASKET LEAKING.
102238,ACCESSORY PAD BEHIND ALTERNATOR HAS BRACKET INSTALLED W/ NOT
102239,#4 INTAKE LEAKING ON LEFT ENGINE.
102240,"INTAKE LEAKING ON RIGHT ENGINE, #3."
102241,#3 ROCKER COVER LEAKING ON LEFT ENGINE.
102242,#2 TO #4 CYLINDER BAFFLE TIE ROD BROKEN ON LEFT ENGINE.
102243,BOLT W/ BARREL @ AFT RIGHT SIDE OF ENGINE MISSING.
102244,RIGHT ENGINE #3 CYLINDER INTAKE GASKET IS LEAKING.
102245,"BOLT MISSING ON #4 CYLINDER BAFFLE, RIGHT ENGINE."
102246,"ROCKER COVERS 2, 3, 4 LEAKING ON LEFT ENGINE."
102247,"RIGHT ENGINE, RIGHT FORWARD BAFFLE CRACKED."
102248,"INTAKES 2, 3 & 4 LEAKING ON LEFT ENGINE."
102249,"INTAKES 2, 3 & 4 LEAKING ON RIGHT ENGINE."
102250,BOTH ENGINES HAVE SCREWS BETWEEN CYLINDERS ON SIDE BAFFLES T
102251,CYLINDER #2 ROCKER COVER GASKET LEAKING.
102252,#4 CYLINDER INTAKE GASKET IS LEAKING.
102253,#3 CYLINDER ROCKER COVER GASKET IS LEAKING.
102254,#2 ROCKER COVER GASKET IS SQUEEZED OUT.
102255,SCREW MISSING FROM RIGHT AFT BAFFLE.
102256,#4 ROCKER COVER LEAKING.
102257,"EXCEEDED PROP LIMITS, 2710 RPM FOR A FEW SECONDS."
102258,#3 ROCKER COVER LEAKS.
102259,BAFFLE TIE ROD LOOSE ON LEFT SIDE OF RIGHT ENGINE.
102260,CRACK IN RIGHT #4 BAFFLE BRACKET.
102261,#4 INTAKE GASKET LEAKING ON RIGHT ENGINE.
102262,#3 INTAKE GASKET LEAKING ON RIGHT ENGINE.
102263,#3 INTAKE GASKET ON LEFT ENGINE IS LEAKING.
102264,RIGHT ENGINE BLEED AIR DUCT CHAFING ON COWL.
102265,#2 INTAKE GASKET LEAKING.
102266,#2 & 3 ROCKER COVER GASKETS LEAKING.
102267,#3 INTAKE GASKET LEAKING.
102268,#4 INTAKE GASKET IS LEAKING.
102269,"ROCKER COVER GASKET ON CYLINDER #3, 4 LEAKING."
102270,CYLINDER #2 INTAKE LEAKING ON RIGHT ENGINE.
102271,"LEAKING ROCKER COVER GASKETS, CYLINDER #3 & 4."
102272,"ENGINE AFT BAFFLE, NEXT TO #3 CYLINDER, HAS SHEARED RIVETS."
102273,"#2, 3, 4 ROCKER GASKETS LEAKING."
102274,#1 ROCKER COVER GASKET LEAKS.
102275,BAFFLE CRACKED BEHIND ALTERNATOR.
102276,CYLINDER #4 & 3 ROCKER COVER GASKETS LEAKING.
102277,"3, 2 & 4 INTAKES LEAKING ON LEFT ENGINE."
102278,RIGHT ENGINE AFT I/B BAFFLE @ OIL COOLER CRACKED.
102279,#1 & 3 ROCKER COVERS LEAKING ON LEFT ENGINE.
102280,#1 & 3 CYLINDER SIDE BAFFLES CRACKED.
102281,"AFTER ENGINE START, ENGINE RAN ROUGH BUT THEN SMOKED OUT. AIRWAY FACILITIES"
102285,"ROCKER COVER GASKETS #2, 4 ARE LEAKING."
102286,"ON RUN UP, FAULTY MAGNETO CHECK PROCEDURES."
102287,"LEAKING ROCKER COVER GASKETS, CYLINDER #3 & 4."
102288,#4 CYLINDER ROCKER COVER GASKET LEAKING.
102289,"#3 ROCKER COVER LEAKING, LEFT."
102290,#3 ROCKER COVER LEAKING ON RIGHT ENGINE.
102291,#2 & 3 INTAKES LEAKING ON LEFT ENGINE.
102292,LEFT BAFFLE ROD BROKEN ON LEFT ENGINE.
102293,"#3 ROCKER COVER LEAKING, LEFT."
102294,#2 & 3 INTAKES LEAKING ON RIGHT ENGINE.
102295,#3 ROCKER COVER LEAKING ON RIGHT ENGINE.
102296,#2 & 3 INTAKE GASKETS LEAKING.
102297,#2 & 4 INTAKES ARE LEAKING.
102298,#4 ROCKER COVER LEAKING.
102299,"#3 & 2 ROCKER COVER GASKETS LEAK, RIGHT ENGINE."
102300,"#3 & 2 ROCKER COVER GASKETS LEAK, LEFT ENGINE."
102301,LEFT O/B BAFFLE TIE BROKEN.
102302,"RIGHT ENGINE, LEFT BAFFLE TIE ROD IS BROKEN."
102303,RIGHT ENGINE #3 & 4 CYLINDER INTAKE GASKETS ARE LEAKING.
102304,"RIGHT ENGINE #4 CYLINDER AFT BAFFLE, AFT BAFFLE CORNER SUPPORT BRACKET"
102305,#2 & 4 INTAKE GASKETS LEAKING.
102306,"OVERSPEED PROP 2700 RPM FOR 3 SECONDS, NOTICED 2760 RPM MAX."
102307,CLIMBED TO ALTITUDE & ATTEMPTED DESCENT BACK TO ALTITUDE LEA
102308,RIGHT ENGINE #2 CYLINDER FORWARD BAFFLE IS MISSING A SCREW.
102309,RIGHT ENGINE #3 CYLINDER ROCKER COVER GASKET IS LEAKING.
102310,LEFT ENGINE #3 & 4 CYLINDER INTAKE GASKETS ARE LEAKING.
102311,"LEFT ENGINE #2, 3 & 4 CYLINDER ROCKER COVER GASKETS ARE LEAKING."
102312,BAFFLE PLUGS MISSING.
102313,CYLINDER #2 INTAKE GASKET LEAKING.
102314,ENGINE BAFFLE RUBBER SEAL INSECURE @ #2 CYLINDER.
102315,CYLINDER #2 INTAKE GASKET IS LEAKING.
102316,ENGINE AFT BAFFLE CYLINDER #3 AREA HAS SHEARED RIVETS ON SUPPORT
102317,RIGHT & LEFT SIDE OF FRONT BAFFLE SEAL TORN.
102318,#1 CYLINDER SIDE BAFFLE IS CRACKED.
102319,#4 INTAKE GASKET TUBE IS LEAKING AT SUMP.
102321,#1 ROCKER COVER LEAKING.
102322,RIGHT AFT BAFFLE PLUG BAD.
102323,"LEFT AFT BAFFLE SCREW LOOSE, BY #4 ROCKER COVER."
102324,"CRACK IN ENGINE COOLING BAFFLE, AROUND LANDING LIGHT WIRE SE"
102325,"CRACK IN ENGINE COOLING BAFFLE, NEXT TO RIGHT UPPER MOTOR MOUN"
102327,#3 INDUCTION TUBE GASKET LEAKING.
102328,"LEFT ENGINE, LEFT AFT BAFFLE CRACKED, SEVERAL PLACES."
102330,"INTAKE GASKETS FROM CYLINDER #1, 2 LEAKING."
102331,CYLINDER #2 ROCKER COVER GASKET LEAKING.
102332,"INTAKE GASKET LEAKING, CYLINDER #2 & 3."
102333,"ROCKER COVER GASKET LEAKING, CYLINDER #2, 3 & 4."
102334,RIGHT ENGINE BAFFLE PLUG BAD.
102335,RIGHT REAR ENGINE BAFFLE SCREW MISSING.
102336,"CYLINDER #2, 1 INTAKE GASKETS LEAKING."
102337,CYLINDER #3 AFT BAFFLE SUPPORT RIVETS SHEARED.
102338,LEFT ENGINE BAFFLE PLUG BAD.
102339,RIGHT #1 & 3 INTAKE GASKETS LEAKING.
102340,RIGHT ENGINE HAS 4 LEAKING ROCKER GASKETS.
102341,"LEFT ENGINE #2, 3, 4 ROCKER GASKETS ARE LEAKING."
102342,"LEFT ENGINE, ALL 4 INTAKE GASKETS ARE LEAKING."
102343,"BAFFLE SEAL TORN, BOTTOM LEFT SIDE."
102344,#4 ROCKER COVER GASKET LEAKING.
102345,#4 INTAKE ON RIGHT ENGINE LEAKING.
102346,INTAKES 2 & 4 LEAKING ON LEFT ENGINE.
102347,ROCKER COVER #1 LEAKING ON LEFT ENGINE.
102348,#1 & 2 ROCKER COVERS LEAKING.
102349,PILOT REPORTED SLIGHT FLUCTUATIONS IN RIGHT ENGINE DURING CRUI
102350,"#2 ROCKER COVER GASKET LEAKING, RIGHT ENGINE."
102351,"#2 INTAKE GASKET LEAKING, RIGHT ENGINE."
102352,LEFT ENGINE CYLINDER #2 INTAKE GASKET LEAKING.
102353,"CRACKED BAFFLE #3 CYLINDER, RIGHT ENGINE."
102354,#4 INTAKE GASKET LEAKING.
102355,FRONT BAFFLE SEALS ARE WORN.
102356,MAINTENANCE FLIGHT REQUIRED.
102358,#2 INTAKE GASKET LEAKING.
102359,#3 ROCKER COVER GASKET LEAKING.
102360,"BOTTOM BAFFLE CONNECTING ROD BROKEN, RIGHT SIDE."
102361,#4 CYLINDER ROCKER COVER LEAKS.
102362,ENGINE PAN DRAIN LINE CLUSTER NEEDS NEW ADEL CLAMPS.
102363,#4 INTAKE GASKET LEAKING.
102364,#3 ROCKER COVER GASKET LEAKING.
102365,#2 CYLINDER ROCKER COVER LEAKS.
102366,#2 CYLINDER INTAKE GASKET IS LEAKING.
102367,BAFFLE PLUGS DAMAGED.
102368,#4 INTAKE LEAKING.
102369,RIGHT AFT BAFFLE BRACKET RIVETS LOOSE.
102370,RIGHT FORWARD BAFFLE IS CRACKED.
102371,INTAKE GASKET CYLINDER #2 LEAKING.
102372,ROCKER COVER GASKET CYLINDER #1 LEAKING.
102373,LEFT ENGINE #2 ROCKER COVER LEAKING.
102374,RIGHT ENGINE #3 CYLINDER ROCKER COVER LEAKING.
102375,LEFT ENGINE #3 CYLINDER INTAKE GASKET LEAKING.
102376,RIGHT ENGINE #2 & 4 INTAKE GASKETS LEAKING.
102377,RIGHT ENGINE #2 & 4 BAFFLE TIE ROD BROKEN.
102378,LEFT ENGINE #4 CYLINDER COMPRESSION @ 35.
102379,LEFT ENGINE OIL COOLER MOUNTING BAFFLE CRACKED.
102380,RIGHT ENGINE #2 FORWARD BAFFLE SCREW & WASHER LOOSE.
102381,LEFT ENGINE #3 INDUCTION TUBE GASKET LEAKING.
102382,LEFT ENGINE #4 CYLINDER COMPRESSION @ 35.
102385,#1 ROCKER COVER LEAKING.
102386,BAFFLE CRACKED AT LOWER LEFT BOLT OF OIL COOLER.
102387,#2 CYLINDER ROCKER COVER GASKET LEAKS.
102388,"#2, 3 & 4 ROCKER COVER GASKETS LEAKING."
102389,#2 INTAKE LEAKING.
102390,#4 INTAKE GASKET LEAKING.
102391,CYLINDER #2 INTAKE GASKET IS LEAKING.
102392,"CYLINDER #1, 3 ROCKER COVER GASKETS LEAKING."
102393,#2 CYLINDER ANCHOR ASSEMBLY BROKEN.
102394,#4 INTAKE LEAKING.
102395,#3 ROCKER COVER LEAKING.
102396,CYLINDER #4 & 3 ROCKER COVER GASKETS ARE LEAKING.
102397,#3 & 4 INTAKES LEAKING ON LEFT ENGINE.
102398,"#2, 3 & 4 INTAKES LEAKING ON RIGHT ENGINE."
102399,#4 ROCKER COVER LEAKING ON RIGHT ENGINE.
102400,#2 & 3 ROCKER COVERS LEAKING ON LEFT ENGINE.
102401,LEFT #2 INTAKE GASKET LEAKING.
102402,RIGHT #3 INTAKE GASKET IS LEAKING.
102403,LEFT #2 SIDE BAFFLE SEAL TORN.
102404,RIGHT #2 & 3 ROCKER GASKETS ARE LEAKING.
102405,LEFT #3 & 4 ROCKER GASKETS LEAKING.
102406,"#3 AFT BAFFLE, LEFT ENGINE, COWL SEAL NOT SEALING."
102407,"CYLINDER #2, LEFT ENGINE, INTAKE GASKET LEAKING."
102408,RIGHT ENGINE CYLINDER #1 ROCKER COVER GASKET LEAKING.
102409,"ROCKER COVER GASKETS, LEFT ENGINE CYLINDER #2, 3, & 4 LEAKING."
102410,"DURING RUN UP, RPM WOULD NOT INCREASE PAST 1560, REGARDLESS"
102413,#1 INTAKE GASKET IS LEAKING.
102414,#1 FRONT BAFFLE SEAL TORN.
102415,ALL 4 ROCKER GASKETS ARE LEAKING.
102416,LEFT ENGINE #4 CYLINDER AFT BAFFLE IS CRACKED.
102417,"#4 ROCKER COVER GASKET LEAKING, RIGHT ENGINE."
102418,"#1 INTAKE GASKET LEAKING, RIGHT ENGINE."
102419,#2 INTAKE GASKET IS LEAKING.
102420,SIDE BAFFLE PLUG HOLES ARE WORN TOO LARGE.
102421,#1 & 4 ROCKER COVER GASKETS LEAKING.
102422,#2 INTAKE LEAKING.
102423,#4 ROCKER COVER LEAKING.
102424,#4 INTAKE LEAKING.
102425,CYLINDER #3 ROCKER COVER GASKET LEAKING.
102426,RIGHT BAFFLE PLUG WORN.
102427,#2 ROCKER COVER GASKET IS LEAKING.
102428,"SCREW MISSING ON RIGHT ENGINE BAFFLE, BEHIND OIL COOLER."
102429,#1 CYLINDER BAFFLE CRACKED.
102430,SNIFFLE VALVES DIRTY.
102431,#4 ROCKER COVER GASKET LEAKING & #2 ROCKER COVER GASKET LEAK
102432,"LEFT ENGINE INTAKE GASKET LEAKING, CYLINDER #4."
102433,RIGHT ENGINE #3 CYLINDER ROCKER COVER GASKET LEAKING.
102434,RIGHT #2 & 4 ROCKER GASKETS ARE LEAKING.
102435,"ENGINE BAFFLE ON #4 CYLINDER, RIVETS SHEARED OFF."
102436,#4 INTAKE LEAKING.
102437,CYLINDER #2 ROCKER COVER GASKET LEAKING.
102438,#4 INTAKE GASKET LEAKING.
102439,RIGHT BAFFLE SPRING IS DISCONNECTED.
102440,LEFT BAFFLE PLUG HOLE IS ELONGATED.
102441,FOREIGN OBJECT DAMAGE IN ENGINE INTABLE
102442,WRENCH LEFT ON ENGINE BOLT
102443,LEFT FUEL PLACARD IS COVERED
102444,"INTAKE GASKET, CYLINDER #2 LEAKING."
102445,"ROCKER COVER GASKET, CYLINDER #3 LEAKING."
102446,ENGINE DID NOT START.
102447,#2 INTAKE LEAKING.
102448,"RIGHT #1, 2, 3 ROCKER GASKETS ARE LEAKING."
102449,"RIGHT #2, 3, 4 INTAKE GASKETS ARE LEAKING."
102450,"#2, 3, 4 INTAKE GASKETS LEAKING, LEFT ENGINE."
102451,RIGHT #2 CYLINDER EXHAUST PUSH ROD SEAL LEAKING.
102452,"#1, 2, 3, 4 ROCKER COVER GASKETS LEAKING ON LEFT ENGINE."
102453,OWNER REQUESTS ENGINE COMPRESSIONS DONE.
102454,BOTTOM LEFT BAFFLE SEAL TORN.
102455,"BAFFLE SEAL TORN, BOTTOM RIGHT SIDE."
102456,"CYLINDER BAFFLE CHAFING ON OIL RETURN LINE, #3 CYLINDER."
102457,SCREW MISSING ON #3 BAFFLE.
102458,#4 CYLINDER INTAKE GASKET LEAKING ON RIGHT ENGINE.
102459,LEFT ENGINE #2 INTAKE GASKET LEAKS.
102460,LEFT ENGINE #1 INTAKE GASKET LEAKS.
102461,LEFT ENGINE #4 AFT BAFFLE REINFORCEMENT ANGLE CRACKED.
102462,CYLINDER #3 ROCKER DRAIN LINE LOOSE.
102463,CYLINDER #3 AFT BAFFLE SUPPORT RIVETS SHEARED.
102464,#4 INTAKE LEAKING.
102465,#2 INTAKE GASKET LEAKING.
102466,#2 INDUCTION TUBE GASKET LEAKING.
102467,LEFT ENGINE #3 AFT BAFFLE CRACKED.
102468,"SCREW MISSING ON #4 BAFFLE, RIGHT ENGINE."
102469,"INTAKE GASKET, CYLINDER #2 LEAKING, LEFT ENGINE."
102470,"#1 ROCKER COVER GASKET LEAKING, RIGHT ENGINE."
102471,"ENGINE COOLING BAFFLE CRACKED, FRONT LEFT SIDE, RIGHT ENGINE."
102472,"LEFT ENGINE CYLINDER #2, 3 & 4 ROCKER COVER GASKETS LEAKING."
102473,"#3 & 2 INTAKE GASKET LEAKING, RIGHT ENGINE."
102474,"BOTTOM OIL COOLER LINE CHAFING ON FUEL PUMP, RIGHT ENGINE."
102475,"BAFFLE TIE ROD CHAFING INTO #3 OIL RETURN LINE, RIGHT ENGINE."
102476,"BAFFLE TIE ROD CHAFING ON #2 & 4 OIL RETURN LINES, RIGHT ENGIN"
102477,LEFT MAGNETOS ON LEFT ENGINE PRODUCED CONSIDERABLE VIBRATION.
102478,#1 CYLINDER SIDE BAFFLE CRACKED.
102479,#3 CYLINDER LEFT ENGINE INTAKE GASKET LEAKING.
102480,LEFT ENGINE #2 PRIMER LNE CLAMP NEEDS TO BE REPOSITIONED.
102481,"#3, 4 ROCKER COVER GASKET LEAKING (LEFT ENGINE)."
102482,#4 INTAKE LEAKING.
102483,#2 ROCKER COVER LEAKING.
102484,#3 INDUCTION TUBE GASKET LEAKING.
102485,#2 ROCKER COVER GASKET LEAKING.
102486,"ROCKER COVER #2, 3, 4 GASKETS LEAKING."
102487,MUFFLER MISSING NUT.
102488,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.
102499,#2 INTAKE IS LEAKING.
102500,#4 CYLINDER INTAKE GASKET LEAKAGE.
102501,RIGHT BAFFLE PLUG IS WORN.
102502,#2 INTAKE GASKET LEAKING.
102503,TOP OIL COOLER LINE CHAFING ON VACUUM PUMP LINE.
102504,#2 CYLINDER INTAKE LEAKING.
102505,#2 CYLINDER ROCKER COVER GASKET LEAKING.
102506,CYLINDER #2 INTAKE GASKET LEAKING.
102507,LEFT ENGINE #2 EXHAUST GAS TEMPERATURE  INOPERABLE.
102509,ROCKER COVERS 1 & 2 LEAKING ON LEFT ENGINE.
102510,"ROCKER COVERS 1, 2 & 3 LEAKING ON RIGHT ENGINE."
102511,#4 ROCKER COVER LEAKING ON RIGHT ENGINE.
102512,ADEL CLAMPS ON FUEL LINE TO FUEL CONTROL UNIT LOOSE.
102513,#1 & 3 ROCKER COVER GASKETS LEAKING.
102514,#4 INTAKE GASKET LEAKING.
102515,BROKEN MANIFOLD PSI LINE.
102516,INTAKE GASKET TO CYLINDER #2 LEAKING.
102517,CYLINDER #4 ROCKER COVER GASKET LEAKING.
102518,#4 CYLINDER INTAKE GASKET IS LEAKING.
102519,#1 & 4 CYLINDER ROCKER COVER GASKETS ARE LEAKING.
102520,"LOOSE BAFFLE SCREW, ABOVE OIL FILLER TUBE."
102521,#4 SPARK PLUG ACCESS HOLE ON BAFFLE REQUIRES PATCH.
102522,#4 INTAKE GASKET LEAKING.
102523,#3 & 4 ROCKER COVERS LEAKING.
102524,#1 & 2 ROCKER COVERS LEAKING.
102525,#2 INTAKE IS LEAKING.
102526,CYLINDER #2 INTAKE LEAKING IN CONNECTION POINT TO OIL SUMP.
102528,LOOSELY HANGING FRONT ENGINE RUBBER BAFFLE.
102529,CYLINDER #2 & 3 ROCKER COVER GASKETS LEAKING.
102530,CYLINDER #2 & 4 INTAKE GASKETS LEAKING.
102531,CYLINDER #2 & 3 ROCKER COVER GASKETS LEAKING.
102532,LEFT #3 ROCKER COVER GASKET LEAKING.
102533,CYLINDER #3 & 1 ROCKER COVER GASKETS LEAKING.
102534,RIGHT ENGINE CYLINDER #3 ROCKER COVER GASKET LEAKING.
102535,RIGHT ENGINE OIL COOLER LEAKING.
102536,"#3 INTAKE GASKET LEAKING, LEFT ENGINE."
102537,"#2 INTAKE GASKET LEAKING, LEFT ENGINE."
102538,TOP LIFTING BRACKET CASE HALF BOLT LEAKING OIL.
102539,RIGHT ENGINE BAFFLE CRACKED ON LEFT SIDE OF OIL COOLER.
102540,"ENGINE BAFFLE CHAFING ON #3 OIL RETURN LINE, LEFT ENGINE."
102541,START ASSIST.
102542,"#2 & 3 ROCKER COVERS LEAKING, LEFT ENGINE."
102543,#3 & 4 INTAKES LEAKING ON RIGHT ENGINE.
102544,ROCKER BOX COVER SCREWS LOOSE (ALL CYLINDER).
102545,#3 & #2 CYLINDER ROCKER DRAIN LINES HAVE NO TORQUE SEAL.
102546,#2 INTAKE GASKET LEAKING.
102547,"BAFFLE SEAL LOOSE, #1 CYLINDER FORWARD BAFFLE."
102548,RIGHT #4 SIDE BAFFLE IS MISSING A BOLT.
102549,LEFT #3 ROCKER GASKET IS LEAKING.
102550,"LEFT ENGINE BAFFLE SNAP PLUG HOLE WORN, RIGHT SIDE ALSO."
102551,LEFT OIL COOLER SUPPORT BAFFLE CRACKED.
102552,ALL ROCKER COVERS (BOTH ENGS) HAVE LOOSE SCREWS.
102553,LEFT OIL COOLER SUPPORT BAFFLE CRACKED.
102554,#2 CYLINDER INTAKE GASKET LEAKING.
102555,#2 CYLINDER STANDBY ASSEMBLY BROKEN.
102556,#1 CYLINDER ANCHOR STANDBY ASSEMBLY BROKEN.
102557,"#4 CYLINDER, LEFT ENGINE, HAS LOW COMPRESSION."
102558,LEFT SIDE OF LEFT ENGINE BAFFLING CONNECTING ROD BROKEN.
102559,"#4 CYLINDER, LEFT ENGINE, HAS LOW COMPRESSION."
102560,"CYLINDER #2 & 3, ON LEFT ENGINE, ROCKER COVER GASKETS ARE LEAKING."
102561,SCREW ON RIGHT AFT BAFFLE LOOSE.
102562,STARTER FRONT CAP LOOSE.
102563,#3 & 2 ROCKER COVER GASKETS LEAKING.
102564,#2 & 4 INTAKES LEAKING.
102565,LEFT BAFFLE PLUG HOLE IS WORN.
102566,1 BAFFLE PLUG WORN.
102567,INTAKE BOOT IS TORN.
102568,"LEFT ENGINE #4 BAFFLE CRACKED, NEAR COOLER."
102569,LEFT ENGINE BAFFLE SCREW MISSING FORWARD OF #2 CYLINDER.
102570,"#2, 3 ROCKER COVER GASKETS LEAKING."
102571,#2 CYLINDER ROCKER COVER LEAKING.
102572,"#2, 4 INTAKE GASKETS LEAKING."
102573,"#2, 3, 4 ROCKER COVER GASKETS LEAKING."
102574,ENGINE BAFFLE TIE ROD BROKEN.
102575,LEFT AFT ENGINE BAFFLE CRACKED.
102576,#2 & 1 INTAKE LEAKING.
102578,#2 INDUCTION TUBE GASKET LEAKING.
102579,#1 & 3 CYLINDER LOWER BAFFLE PATCHE IS CRACKED.
102580,#2 CYLINDER INTAKE LEAKING.
102581,"INTAKE TUBE LEAKING, CYLINDER #1 ATTACHMENT POINT TO OIL SUMP."
102583,LEFT BAFFLE HAS LOOSE SCREW.
102584,CYLINDER #4 INTAKE GASKET LEAKING.
102585,RIGHT ENGINE #1 CYLINDER BAFFLE CRACKED.
102586,RIGHT ENGINE #4 CYLINDER UPPER BAFFLE SEAL LOOSE.
102587,"LEFT ENGINE #2, 3 & 4 ROCKER BOX COVER GASKETS LEAKING."
102588,#3 CYLINDER SIDE BAFFLE HAS LOOSE HARDWARE.
102589,"ENGINE COOLING BAFFLE MISISNG SCREW, RIGHT SIDE."
102590,ENGINE RIGHT REAR BAFFLE SCREW LOOSE.
102591,#3 & 4 CYLINDER ROCKER COVER GASKETS LEAKING.
102592,#1 CYLINDER BAFFLE CRACK SPREADING BEYOND EXISTING STOP DRILL.
102593,CYLINDER #3 ROCKER COVER GASKET LEAKING.
102594,#4 INDUCTION TUBE GASKET LEAKING.
102595,LEFT ENGINE BAFFLE PLUG HOLE WORN.
102596,#1 & 4 INTAKES LEAKING.
102597,#2 ROCKER COVER LEAKING.
102598,#2 INTAKE GASKET IS LEAKING.
